LineId,Content,EventId,EventTemplate
23130,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23131,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23132,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23133,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23134,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23135,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23136,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23137,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23138,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=web003.knoxville.xxpansion.net user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23139,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.varpalota.hu user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23140,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.varpalota.hu user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23141,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=mail.varpalota.hu user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23142,check pass; user unknown,E299,check pass; user <*>
23143,check pass; user unknown,E299,check pass; user <*>
23144,check pass; user unknown,E299,check pass; user <*>
23145,check pass; user unknown,E299,check pass; user <*>
23146,check pass; user unknown,E299,check pass; user <*>
23147,check pass; user unknown,E299,check pass; user <*>
23148,check pass; user unknown,E299,check pass; user <*>
23149,check pass; user unknown,E299,check pass; user <*>
23150,check pass; user unknown,E299,check pass; user <*>
23151,check pass; user unknown,E299,check pass; user <*>
23152,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23153,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23154,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23155,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23156,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23157,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23158,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23159,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23160,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23161,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23162,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23163,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23164,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23165,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23166,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23167,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23168,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23169,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23170,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23171,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23172,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:34 2006,E261,connection from <*> (<*>) at <*>
23173,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:35 2006,E261,connection from <*> (<*>) at <*>
23174,connection from 208.34.235.251 (mail.nrms.org) at Fri Feb 10 15:07:35 2006,E261,connection from <*> (<*>) at <*>
23175,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23176,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23177,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:00 2006,E261,connection from <*> (<*>) at <*>
23178,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:11 2006,E261,connection from <*> (<*>) at <*>
23179,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:19 2006,E261,connection from <*> (<*>) at <*>
23180,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:24 2006,E261,connection from <*> (<*>) at <*>
23181,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:29 2006,E261,connection from <*> (<*>) at <*>
23182,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:35 2006,E261,connection from <*> (<*>) at <*>
23183,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:40 2006,E261,connection from <*> (<*>) at <*>
23184,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:45 2006,E261,connection from <*> (<*>) at <*>
23185,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:50 2006,E261,connection from <*> (<*>) at <*>
23186,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:55:55 2006,E261,connection from <*> (<*>) at <*>
23187,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:00 2006,E261,connection from <*> (<*>) at <*>
23188,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:06 2006,E261,connection from <*> (<*>) at <*>
23189,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:11 2006,E261,connection from <*> (<*>) at <*>
23190,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:16 2006,E261,connection from <*> (<*>) at <*>
23191,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:21 2006,E261,connection from <*> (<*>) at <*>
23192,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:26 2006,E261,connection from <*> (<*>) at <*>
23193,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:32 2006,E261,connection from <*> (<*>) at <*>
23194,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:37 2006,E261,connection from <*> (<*>) at <*>
23195,connection from 85.219.160.32 (host-32-160.users.bzimage.us) at Fri Feb 10 21:56:42 2006,E261,connection from <*> (<*>) at <*>
23196,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23197,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23198,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23199,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23200,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23201,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23202,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23203,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:41 2006,E261,connection from <*> (<*>) at <*>
23204,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23205,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23206,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23207,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23208,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23209,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23210,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23211,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23212,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23213,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23214,connection from 84.184.71.145 (p54B84791.dip0.t-ipconnect.de) at Sat Feb 11 02:50:51 2006,E261,connection from <*> (<*>) at <*>
23215,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23216,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23217,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23218,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23219,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23220,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23221,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23222,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23223,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23224,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.178.20.170 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23225,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23226,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23227,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23228,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23229,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23230,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23231,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23232,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23233,connection from 210.114.223.52 () at Sat Feb 11 15:05:47 2006,E261,connection from <*> (<*>) at <*>
23234,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23235,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23236,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23237,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23238,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23239,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23240,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23241,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23242,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23243,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23244,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23245,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23246,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23247,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23248,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23249,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23250,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23251,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23252,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23253,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:20 2006,E261,connection from <*> (<*>) at <*>
23254,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:22 2006,E261,connection from <*> (<*>) at <*>
23255,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:22 2006,E261,connection from <*> (<*>) at <*>
23256,connection from 204.92.104.1 (dco001.actionhosting.ca) at Sat Feb 11 20:37:22 2006,E261,connection from <*> (<*>) at <*>
23257,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-195-16-3.dimenoc.com user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23258,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-195-16-3.dimenoc.com user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23259,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-195-16-3.dimenoc.com user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23260,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-195-16-3.dimenoc.com user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23261,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=66-195-16-3.dimenoc.com user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23262,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23263,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23264,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23265,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23266,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23267,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23269,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23271,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=165.132.224.7 user=root,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23272,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23273,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23274,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23275,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23276,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23277,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23278,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23279,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23280,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23281,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23282,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23283,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23284,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23285,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23286,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23287,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23288,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23289,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23290,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23291,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23292,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23293,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23294,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23295,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23296,getpeername (ftpd): Transport endpoint is not connected,E20,getpeername (ftpd): Transport endpoint is not connected
23297,warning: can't get client address: Connection reset by peer,E16,warning: can't get client address: Connection reset by peer
23298,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23299,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23300,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23301,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23302,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23303,connection from 101.118.47.108 () at Sun Feb 12 13:11:23 2006,E261,connection from <*> (<*>) at <*>
23304,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23305,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23306,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23307,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23308,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23309,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23310,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23311,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23312,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23313,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23314,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23315,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23316,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23317,connection from 85.187.145.160 () at Sun Feb 12 19:42:12 2006,E261,connection from <*> (<*>) at <*>
23318,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23319,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23320,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23321,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23322,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23323,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23324,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23325,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23326,connection from 85.187.145.160 () at Sun Feb 12 19:42:16 2006,E261,connection from <*> (<*>) at <*>
23327,check pass; user unknown,E299,check pass; user <*>
23328,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23329,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23330,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23331,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23332,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23333,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
23334,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.189.216.84 user=test,E8,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser= rhost=<*> user=<*>
